3548	PTHR10954:SF12
3181	PTHR10954:SF18
1783	PTHR10963
1783	PTHR10963:SF55
3559	PTHR10986
3559	PTHR10986:SF12
508	PTHR10996
508	PTHR10996:SF247
371	PTHR11011
371	PTHR11011:SF60
3011	PTHR11014
2047	PTHR11014:SF122
2743	PTHR11014:SF161
377	PTHR11014:SF63
3011	PTHR11014:SF98
1571	PTHR11040
1571	PTHR11040:SF127
1734	PTHR11049
1734	PTHR11049:SF16
1877	PTHR11049:SF24
4351	PTHR11055
4351	PTHR11055:SF1
1638	PTHR11056
1638	PTHR11056:SF0
5071	PTHR11059
2373	PTHR11061
1804	PTHR11061:SF45
4438	PTHR11063
4438	PTHR11063:SF8
3523	PTHR11067
1686	PTHR11069
1686	PTHR11069:SF23
2317	PTHR11070
2815	PTHR11070:SF48
2814	PTHR11070:SF49
2317	PTHR11070:SF51
1659	PTHR11070:SF7
5022	PTHR11076
5022	PTHR11076:SF35
5080	PTHR11078
862	PTHR11079
1170	PTHR11079:SF162
862	PTHR11079:SF179
4798	PTHR11082
4798	PTHR11082:SF25
3384	PTHR11086
3384	PTHR11086:SF18
3979	PTHR11088
3979	PTHR11088:SF25
2139	PTHR11091
2139	PTHR11091:SF0
2558	PTHR11092
2558	PTHR11092:SF0
1091	PTHR11098
1091	PTHR11098:SF1
4353	PTHR11101
4353	PTHR11101:SF90
2256	PTHR11104
2752	PTHR11108
2752	PTHR11108:SF1
1342	PTHR11109
4872	PTHR11113
4872	PTHR11113:SF14
2513	PTHR11113:SF2
1519	PTHR11113:SF6
3185	PTHR11117
3185	PTHR11117:SF2
3132	PTHR11119
3132	PTHR11119:SF3
4543	PTHR11124
4543	PTHR11124:SF23
5716	PTHR11135
5716	PTHR11135:SF1
3501	PTHR11136
3501	PTHR11136:SF0
3150	PTHR11138
3150	PTHR11138:SF5
993	PTHR11142
993	PTHR11142:SF0
83	PTHR11178
83	PTHR11178:SF15
956	PTHR11205
956	PTHR11205:SF19
1190	PTHR11206
1190	PTHR11206:SF283
3168	PTHR11207
3168	PTHR11207:SF0
960	PTHR11229
960	PTHR11229:SF16
919	PTHR11236
4555	PTHR11236:SF40
919	PTHR11236:SF9
3246	PTHR11252
4706	PTHR11264
3102	PTHR11265
446	PTHR11280
446	PTHR11280:SF5
1337	PTHR11349
1337	PTHR11349:SF101
4598	PTHR11358
4688	PTHR11358:SF26
4598	PTHR11358:SF35
4464	PTHR11361
5722	PTHR11361:SF130
3544	PTHR11361:SF14
4464	PTHR11361:SF90
1269	PTHR11364
1269	PTHR11364:SF27
4697	PTHR11373
4697	PTHR11373:SF4
3956	PTHR11390
3065	PTHR11403
234	PTHR11403:SF2
3065	PTHR11403:SF9
3133	PTHR11405
3133	PTHR11405:SF16
3135	PTHR11405:SF4
3136	PTHR11405:SF5
246	PTHR11406
246	PTHR11406:SF23
2072	PTHR11409
2072	PTHR11409:SF43
4662	PTHR11441
4662	PTHR11441:SF0
2702	PTHR11444
3239	PTHR11449
3239	PTHR11449:SF1
3562	PTHR11451
3562	PTHR11451:SF56
2681	PTHR11455
2681	PTHR11455:SF18
3507	PTHR11458
458	PTHR11465
458	PTHR11465:SF23
3950	PTHR11468
3950	PTHR11468:SF3
451	PTHR11469
451	PTHR11469:SF1
1307	PTHR11472
1596	PTHR11472:SF34
1282	PTHR11472:SF57
1307	PTHR11472:SF59
4059	PTHR11473
4059	PTHR11473:SF24
1432	PTHR11493
1432	PTHR11493:SF54
2149	PTHR11496
218	PTHR11496:SF102
3033	PTHR11516
3033	PTHR11516:SF41
1290	PTHR11527
1290	PTHR11527:SF175
3550	PTHR11538
3550	PTHR11538:SF41
1260	PTHR11544
1260	PTHR11544:SF104
2917	PTHR11544:SF127
994	PTHR11545
994	PTHR11545:SF2
929	PTHR11547
929	PTHR11547:SF38
1241	PTHR11548
1241	PTHR11548:SF9
4674	PTHR11550
4674	PTHR11550:SF0
3509	PTHR11557
3509	PTHR11557:SF0
4689	PTHR11558
4689	PTHR11558:SF11
949	PTHR11560
2668	PTHR11562
2668	PTHR11562:SF17
3172	PTHR11564
3172	PTHR11564:SF7
2923	PTHR11573
2923	PTHR11573:SF6
103	PTHR11575
103	PTHR11575:SF23
126	PTHR11575:SF6
3815	PTHR11587
3815	PTHR11587:SF2
849	PTHR11592
849	PTHR11592:SF78
4609	PTHR11596
4609	PTHR11596:SF5
2021	PTHR11601
2021	PTHR11601:SF34
3464	PTHR11601:SF36
3832	PTHR11601:SF50
5532	PTHR11603
5532	PTHR11603:SF132
934	PTHR11603:SF147
31	PTHR11606
31	PTHR11606:SF13
3131	PTHR11608
5520	PTHR11609
1506	PTHR11609:SF5
1055	PTHR11614
1055	PTHR11614:SF121
3908	PTHR11614:SF87
98	PTHR11616
98	PTHR11616:SF240
962	PTHR11620
962	PTHR11620:SF2
3531	PTHR11632
3531	PTHR11632:SF53
2855	PTHR11638
930	PTHR11638:SF155
2855	PTHR11638:SF18
3353	PTHR11644
3353	PTHR11644:SF2
5028	PTHR11645
2620	PTHR11645:SF0
5028	PTHR11645:SF49
3386	PTHR11645:SF51
3962	PTHR11647
2686	PTHR11647:SF1
3516	PTHR11649
3516	PTHR11649:SF13
955	PTHR11652
955	PTHR11652:SF1
2932	PTHR11654
2932	PTHR11654:SF119
975	PTHR11655
975	PTHR11655:SF14
1541	PTHR11659
1541	PTHR11659:SF0
947	PTHR11661
947	PTHR11661:SF10
216	PTHR11662
216	PTHR11662:SF420
876	PTHR11669
863	PTHR11669:SF0
876	PTHR11669:SF8
4302	PTHR11670
4302	PTHR11670:SF54
3292	PTHR11675
4650	PTHR11680
4650	PTHR11680:SF50
1515	PTHR11692
1515	PTHR11692:SF0
4640	PTHR11693
4640	PTHR11693:SF22
4771	PTHR11695
1708	PTHR11699
959	PTHR11700
959	PTHR11700:SF9
3468	PTHR11702
3468	PTHR11702:SF31
4067	PTHR11705
5183	PTHR11705:SF91
1558	PTHR11706
1558	PTHR11706:SF2
1449	PTHR11709
1449	PTHR11709:SF209
1145	PTHR11709:SF361
2863	PTHR11712
2863	PTHR11712:SF336
543	PTHR11715
543	PTHR11715:SF3
1766	PTHR11717
4654	PTHR11717:SF31
886	PTHR11727
886	PTHR11727:SF7
4581	PTHR11728
4581	PTHR11728:SF1
2831	PTHR11730
2831	PTHR11730:SF89
1080	PTHR11735
1078	PTHR11735:SF11
1080	PTHR11735:SF6
5740	PTHR11739
5740	PTHR11739:SF4
3227	PTHR11741
2519	PTHR11748
2519	PTHR11748:SF111
3155	PTHR11749
974	PTHR11758
974	PTHR11758:SF4
987	PTHR11759
987	PTHR11759:SF3
966	PTHR11760
966	PTHR11760:SF19
970	PTHR11761
970	PTHR11761:SF3
2500	PTHR11764
2500	PTHR11764:SF40
3842	PTHR11766
3842	PTHR11766:SF0
4099	PTHR11766:SF1
5101	PTHR11773
5101	PTHR11773:SF1
3417	PTHR11777
5617	PTHR11786
5617	PTHR11786:SF0
2804	PTHR11795
2804	PTHR11795:SF442
892	PTHR11803
1953	PTHR11803:SF34
892	PTHR11803:SF39
1862	PTHR11804
2969	PTHR11804:SF28
1862	PTHR11804:SF8
4834	PTHR11806
4834	PTHR11806:SF0
3188	PTHR11806:SF2
3401	PTHR11808
4024	PTHR11808:SF61
3401	PTHR11808:SF77
3838	PTHR11808:SF80
5041	PTHR11811
5041	PTHR11811:SF25
1116	PTHR11814
1116	PTHR11814:SF215
3184	PTHR11815
3587	PTHR11817
3587	PTHR11817:SF3
1736	PTHR11819
1736	PTHR11819:SF194
3841	PTHR11831
3841	PTHR11831:SF4
5007	PTHR11839
5007	PTHR11839:SF1
4815	PTHR11846
3248	PTHR11851
3265	PTHR11851:SF134
3264	PTHR11851:SF186
3248	PTHR11851:SF49
1274	PTHR11877
1274	PTHR11877:SF42
964	PTHR11880
964	PTHR11880:SF8
5607	PTHR11895
1540	PTHR11895:SF151
5607	PTHR11895:SF7
243	PTHR11902
243	PTHR11902:SF1
1412	PTHR11904
1412	PTHR11904:SF9
1512	PTHR11907
1512	PTHR11907:SF0
4642	PTHR11910
4642	PTHR11910:SF1
851	PTHR11911
851	PTHR11911:SF111
3368	PTHR11918
5685	PTHR11921
1096	PTHR11922
1096	PTHR11922:SF2
3423	PTHR11933
3423	PTHR11933:SF5
3960	PTHR11938
2496	PTHR11938:SF133
3960	PTHR11938:SF135
1616	PTHR11941
2780	PTHR11941:SF105
1616	PTHR11941:SF133
3540	PTHR11941:SF54
3502	PTHR11946
3502	PTHR11946:SF93
3524	PTHR11953
3524	PTHR11953:SF2
1038	PTHR11956
1038	PTHR11956:SF5
2680	PTHR11958
2680	PTHR11958:SF63
1634	PTHR11959
1634	PTHR11959:SF1
492	PTHR11963
492	PTHR11963:SF23
3910	PTHR11964
3910	PTHR11964:SF1
4276	PTHR11985
4276	PTHR11985:SF28
1533	PTHR11986
456	PTHR11986:SF18
1666	PTHR11986:SF58
1533	PTHR11986:SF79
972	PTHR11994
972	PTHR11994:SF4
1338	PTHR12001
1338	PTHR12001:SF69
4901	PTHR12110
183	PTHR12110:SF41
2600	PTHR12110:SF42
4819	PTHR12112
4819	PTHR12112:SF18
362	PTHR12112:SF22
3254	PTHR12128
3254	PTHR12128:SF15
4397	PTHR12131
4397	PTHR12131:SF1
400	PTHR12151
400	PTHR12151:SF5
2304	PTHR12196
4252	PTHR12197
4252	PTHR12197:SF278
3921	PTHR12213
4444	PTHR12213:SF0
3808	PTHR12216
3808	PTHR12216:SF4
967	PTHR12220
4013	PTHR12280
4013	PTHR12280:SF20
1848	PTHR12304
1234	PTHR12304:SF4
3879	PTHR12358
1551	PTHR12358:SF96
4837	PTHR12428
4837	PTHR12428:SF14
4493	PTHR12510
4493	PTHR12510:SF4
1314	PTHR12526
1314	PTHR12526:SF561
4979	PTHR12526:SF581
4982	PTHR12526:SF585
4981	PTHR12526:SF589
1671	PTHR12532
1671	PTHR12532:SF6
3226	PTHR12534
3056	PTHR12544
3056	PTHR12544:SF29
2760	PTHR12561
2991	PTHR12589
3919	PTHR12598
4058	PTHR12599
4058	PTHR12599:SF0
4517	PTHR12649
4517	PTHR12649:SF11
1047	PTHR12677
4136	PTHR12677:SF49
2797	PTHR12677:SF55
1247	PTHR12697
1247	PTHR12697:SF5
1273	PTHR12714
1273	PTHR12714:SF18
3273	PTHR12826
3273	PTHR12826:SF15
1311	PTHR12835
1311	PTHR12835:SF5
1813	PTHR12863
1813	PTHR12863:SF1
976	PTHR12899
976	PTHR12899:SF3
971	PTHR12903
2491	PTHR12918
3173	PTHR12919
3173	PTHR12919:SF38
979	PTHR12934
979	PTHR12934:SF11
3558	PTHR12962
3558	PTHR12962:SF1
4539	PTHR12992
4539	PTHR12992:SF11
4711	PTHR12993
4711	PTHR12993:SF20
1713	PTHR13017
3909	PTHR13061
3909	PTHR13061:SF11
3906	PTHR13062
3906	PTHR13062:SF11
4934	PTHR13246
4934	PTHR13246:SF1
3305	PTHR13353
3305	PTHR13353:SF5
2908	PTHR13355
2081	PTHR13355:SF15
2277	PTHR13355:SF20
2908	PTHR13355:SF8
4540	PTHR13414
4822	PTHR13479
4822	PTHR13479:SF40
965	PTHR13501
2445	PTHR13538
1238	PTHR13604
963	PTHR13691
963	PTHR13691:SF5
4733	PTHR13693
4733	PTHR13693:SF94
4831	PTHR13696
4831	PTHR13696:SF90
3588	PTHR13697
3588	PTHR13697:SF4
5013	PTHR13707
5012	PTHR13707:SF23
1222	PTHR13707:SF49
4469	PTHR13710
1380	PTHR13710:SF84
977	PTHR13718
977	PTHR13718:SF94
1200	PTHR13748
1200	PTHR13748:SF62
3243	PTHR13767
3426	PTHR13779
3340	PTHR13799
2512	PTHR13806
5776	PTHR13822
3152	PTHR13832
3152	PTHR13832:SF321
1603	PTHR13847
162	PTHR13847:SF201
4743	PTHR13847:SF260
4795	PTHR13847:SF271
1603	PTHR13847:SF273
4375	PTHR13847:SF44
3976	PTHR13878
3976	PTHR13878:SF125
5643	PTHR13887
5643	PTHR13887:SF41
3774	PTHR13914
3774	PTHR13914:SF0
5718	PTHR13929
5718	PTHR13929:SF0
2719	PTHR13932
2719	PTHR13932:SF1
3271	PTHR13939
1796	PTHR13947
1796	PTHR13947:SF37
899	PTHR14025
899	PTHR14025:SF29
1663	PTHR14084
1677	PTHR14097
1677	PTHR14097:SF7
3087	PTHR14226
5490	PTHR14226:SF25
3087	PTHR14226:SF76
4062	PTHR14269
3270	PTHR14269:SF11
4062	PTHR14269:SF47
3147	PTHR14359
3147	PTHR14359:SF6
989	PTHR14413
989	PTHR14413:SF16
4839	PTHR14503
2389	PTHR14911
2389	PTHR14911:SF19
1160	PTHR14969
1160	PTHR14969:SF13
661	PTHR14969:SF40
1539	PTHR15004
1539	PTHR15004:SF0
77	PTHR15020
77	PTHR15020:SF38
592	PTHR15032
4639	PTHR15184
3199	PTHR15184:SF9
3141	PTHR15239
4258	PTHR15462
4258	PTHR15462:SF8
2764	PTHR15497
3178	PTHR15680
3178	PTHR15680:SF9
1784	PTHR15822
1784	PTHR15822:SF4
978	PTHR15892
978	PTHR15892:SF2
3470	PTHR15893
3470	PTHR15893:SF0
5024	PTHR16119
5024	PTHR16119:SF17
1723	PTHR16128
4573	PTHR16301
4573	PTHR16301:SF20
897	PTHR17224
4656	PTHR17490
4656	PTHR17490:SF16
3095	PTHR18866
4659	PTHR18895
4681	PTHR18919
4681	PTHR18919:SF144
4931	PTHR18964
1923	PTHR18964:SF149
4931	PTHR18964:SF151
4888	PTHR18964:SF168
1641	PTHR18968
1641	PTHR18968:SF13
4902	PTHR18968:SF9
1081	PTHR19211
1081	PTHR19211:SF116
1604	PTHR19211:SF65
1807	PTHR19211:SF67
4468	PTHR19211:SF96
1324	PTHR19271
1323	PTHR19271:SF10
1324	PTHR19271:SF16
3140	PTHR19278
3140	PTHR19278:SF9
3775	PTHR19288
3394	PTHR19288:SF25
3775	PTHR19288:SF81
4724	PTHR19328
4724	PTHR19328:SF53
2391	PTHR19353
2391	PTHR19353:SF73
3372	PTHR19375
3372	PTHR19375:SF356
953	PTHR19376
953	PTHR19376:SF54
2409	PTHR19384
2409	PTHR19384:SF92
973	PTHR19836
742	PTHR19836:SF19
973	PTHR19836:SF26
2888	PTHR20275
2888	PTHR20275:SF9
1317	PTHR20836
4529	PTHR20842
4529	PTHR20842:SF1
3046	PTHR20854
3046	PTHR20854:SF42
1239	PTHR20855
1239	PTHR20855:SF3
952	PTHR20856
952	PTHR20856:SF20
4370	PTHR20857
4376	PTHR20857:SF22
4371	PTHR20858
4709	PTHR20858:SF19
1651	PTHR20861
1651	PTHR20861:SF1
3167	PTHR20863
3167	PTHR20863:SF28
1310	PTHR20881
922	PTHR20941
5091	PTHR20953
5091	PTHR20953:SF14
3229	PTHR20982
3229	PTHR20982:SF3
4824	PTHR21011
4824	PTHR21011:SF1
1308	PTHR21012
1185	PTHR21015
1185	PTHR21015:SF27
4943	PTHR21016
3837	PTHR21021
3837	PTHR21021:SF15
3466	PTHR21022
3466	PTHR21022:SF0
3835	PTHR21039
3388	PTHR21043
1167	PTHR21058
5062	PTHR21060
3818	PTHR21060:SF15
5062	PTHR21060:SF3
2671	PTHR21064
2671	PTHR21064:SF4
781	PTHR21071
1335	PTHR21085
5108	PTHR21087
5108	PTHR21087:SF16
3392	PTHR21089
3392	PTHR21089:SF1
1330	PTHR21090
1330	PTHR21090:SF5
2751	PTHR21091
2751	PTHR21091:SF169
1169	PTHR21098
1169	PTHR21098:SF0
3364	PTHR21109
3364	PTHR21109:SF15
1413	PTHR21110
245	PTHR21139
245	PTHR21139:SF2
4046	PTHR21152
4046	PTHR21152:SF24
1333	PTHR21164
3385	PTHR21180
3385	PTHR21180:SF32
3526	PTHR21198
3526	PTHR21198:SF2
263	PTHR21235
263	PTHR21235:SF2
3373	PTHR21237
2765	PTHR21240
2765	PTHR21240:SF27
2878	PTHR21248
2878	PTHR21248:SF20
4683	PTHR21248:SF7
691	PTHR21256
691	PTHR21256:SF2
3439	PTHR21262
3439	PTHR21262:SF36
5094	PTHR21272
5094	PTHR21272:SF3
3539	PTHR21294
1309	PTHR21299
1309	PTHR21299:SF1
1356	PTHR21299:SF2
3596	PTHR21310
3596	PTHR21310:SF40
1710	PTHR21310:SF42
1168	PTHR21327
1168	PTHR21327:SF18
3085	PTHR21342
3085	PTHR21342:SF1
3472	PTHR21349
1331	PTHR21363
2194	PTHR21366
2194	PTHR21366:SF21
4818	PTHR21368
1643	PTHR21371
1643	PTHR21371:SF1
3713	PTHR21381
268	PTHR21403
268	PTHR21403:SF4
3336	PTHR21445
3336	PTHR21445:SF0
185	PTHR21499
185	PTHR21499:SF3
3253	PTHR21499:SF41
4187	PTHR21530
995	PTHR21569
995	PTHR21569:SF1
852	PTHR21581
852	PTHR21581:SF11
1396	PTHR21581:SF21
1410	PTHR21581:SF25
4482	PTHR21581:SF26
4916	PTHR21599
4916	PTHR21599:SF0
1393	PTHR21600
3887	PTHR21600:SF19
1393	PTHR21600:SF2
2395	PTHR21600:SF24
2889	PTHR21600:SF35
3130	PTHR21600:SF57
2643	PTHR21600:SF71
2637	PTHR21621
2637	PTHR21621:SF0
1529	PTHR21631
1529	PTHR21631:SF3
4807	PTHR21666
1385	PTHR21666:SF263
96	PTHR21666:SF268
4632	PTHR21666:SF270
5120	PTHR21666:SF271
3475	PTHR21666:SF274
2474	PTHR21708
2474	PTHR21708:SF26
3418	PTHR21716
3418	PTHR21716:SF15
4526	PTHR21716:SF39
3585	PTHR21716:SF9
3782	PTHR22550
3782	PTHR22550:SF16
3301	PTHR22550:SF9
3309	PTHR22572
3309	PTHR22572:SF150
5737	PTHR22588
5737	PTHR22588:SF5
3434	PTHR22594
1302	PTHR22594:SF34
3434	PTHR22594:SF5
3221	PTHR22617
2336	PTHR22642
3828	PTHR22642:SF2
3237	PTHR22648
3258	PTHR22683
4774	PTHR22683:SF1
3258	PTHR22683:SF41
5712	PTHR22683:SF42
4390	PTHR22748
4390	PTHR22748:SF6
3244	PTHR22749
3244	PTHR22749:SF11
4250	PTHR22777
4250	PTHR22777:SF29
3703	PTHR22789
3151	PTHR22807
3151	PTHR22807:SF53
4552	PTHR22854
4552	PTHR22854:SF2
3097	PTHR22855
3097	PTHR22855:SF13
3063	PTHR22888
3063	PTHR22888:SF10
236	PTHR22888:SF18
2460	PTHR22911
1718	PTHR22911:SF102
3827	PTHR22911:SF114
2460	PTHR22911:SF6
2429	PTHR22911:SF79
5061	PTHR22912
1633	PTHR22912:SF160
5061	PTHR22912:SF218
4589	PTHR22916
4589	PTHR22916:SF41
4588	PTHR22916:SF60
3637	PTHR22926
5771	PTHR22926:SF3
3637	PTHR22926:SF5
1492	PTHR22946
1492	PTHR22946:SF0
2850	PTHR22946:SF9
3419	PTHR22976
3705	PTHR22981
3572	PTHR22993
3572	PTHR22993:SF9
231	PTHR23024
231	PTHR23024:SF557
2470	PTHR23026
2470	PTHR23026:SF101
4860	PTHR23028
4860	PTHR23028:SF122
51	PTHR23044
3235	PTHR23044:SF26
51	PTHR23044:SF66
1505	PTHR23046
914	PTHR23076
914	PTHR23076:SF92
2961	PTHR23088
2961	PTHR23088:SF27
2648	PTHR23088:SF50
1092	PTHR23090
1092	PTHR23090:SF7
1531	PTHR23100
3145	PTHR23117
3145	PTHR23117:SF13
4037	PTHR23131
5027	PTHR23131:SF4
1053	PTHR23132
1053	PTHR23132:SF8
266	PTHR23133
2935	PTHR23135
2935	PTHR23135:SF4
4498	PTHR23152
4498	PTHR23152:SF4
4825	PTHR23305
4825	PTHR23305:SF18
3245	PTHR23321
3245	PTHR23321:SF26
1532	PTHR23342
1532	PTHR23342:SF0
240	PTHR23355
240	PTHR23355:SF9
981	PTHR23359
981	PTHR23359:SF191
1524	PTHR23389
1524	PTHR23389:SF9
3306	PTHR23407
3306	PTHR23407:SF1
5054	PTHR23408
2924	PTHR23409
2924	PTHR23409:SF18
1985	PTHR23416
1985	PTHR23416:SF23
3875	PTHR23417
3875	PTHR23417:SF14
2966	PTHR23418
2966	PTHR23418:SF0
5034	PTHR23429
5034	PTHR23429:SF0
1607	PTHR23501
1607	PTHR23501:SF147
4749	PTHR23501:SF5
3325	PTHR23502
3325	PTHR23502:SF132
2727	PTHR23504
2727	PTHR23504:SF98
5730	PTHR23513
2655	PTHR23513:SF19
3898	PTHR23517
3898	PTHR23517:SF10
2542	PTHR23519
1787	PTHR23521
1787	PTHR23521:SF2
1027	PTHR23522
4998	PTHR23522:SF10
1027	PTHR23522:SF3
3319	PTHR23526
3319	PTHR23526:SF2
4458	PTHR23530
5522	PTHR23531
5522	PTHR23531:SF2
4150	PTHR24023
4150	PTHR24023:SF914
280	PTHR24029
280	PTHR24029:SF0
3844	PTHR24095
3844	PTHR24095:SF14
3943	PTHR24096
3943	PTHR24096:SF388
3957	PTHR24134
2607	PTHR24184
2607	PTHR24184:SF17
4781	PTHR24220
322	PTHR24220:SF470
2872	PTHR24220:SF607
3708	PTHR24220:SF614
1911	PTHR24220:SF636
2981	PTHR24220:SF660
2380	PTHR24220:SF661
2463	PTHR24220:SF666
2663	PTHR24220:SF667
4781	PTHR24220:SF674
1832	PTHR24221
4962	PTHR24221:SF157
2629	PTHR24221:SF261
1583	PTHR24221:SF276
1832	PTHR24221:SF298
3023	PTHR24221:SF300
3997	PTHR24221:SF430
3024	PTHR24221:SF436
1584	PTHR24221:SF499
5622	PTHR24221:SF524
2574	PTHR24221:SF544
2630	PTHR24222
2630	PTHR24222:SF30
3266	PTHR24321
4366	PTHR24321:SF11
3714	PTHR24321:SF8
3266	PTHR24321:SF9
4382	PTHR24421
4572	PTHR24421:SF23
1695	PTHR24421:SF37
2650	PTHR24421:SF40
4382	PTHR24421:SF50
1336	PTHR24422
1336	PTHR24422:SF21
2852	PTHR24567
1904	PTHR24567:SF26
163	PTHR24567:SF28
2852	PTHR24567:SF68
3363	PTHR28055
4747	PTHR28082
4747	PTHR28082:SF1
4479	PTHR28259
4479	PTHR28259:SF14
1986	PTHR28629
3473	PTHR30001
3473	PTHR30001:SF0
2602	PTHR30002
4735	PTHR30003
4735	PTHR30003:SF0
1967	PTHR30006
5078	PTHR30008
2498	PTHR30009
1099	PTHR30009:SF20
2498	PTHR30009:SF4
1785	PTHR30009:SF8
3602	PTHR30011
3602	PTHR30011:SF32
5114	PTHR30012
5114	PTHR30012:SF0
3745	PTHR30015
3745	PTHR30015:SF7
3925	PTHR30024
3925	PTHR30024:SF37
3369	PTHR30027
2982	PTHR30028
2982	PTHR30028:SF0
2656	PTHR30029
3911	PTHR30031
3911	PTHR30031:SF0
4634	PTHR30032
3437	PTHR30032:SF1
4634	PTHR30032:SF4
997	PTHR30032:SF5
349	PTHR30033
3208	PTHR30034
3208	PTHR30034:SF3
4673	PTHR30036
4673	PTHR30036:SF7
120	PTHR30041
120	PTHR30041:SF4
5175	PTHR30041:SF7
3196	PTHR30046
3196	PTHR30046:SF0
5710	PTHR30047
4726	PTHR30047:SF7
4840	PTHR30050
4840	PTHR30050:SF2
3564	PTHR30050:SF8
5092	PTHR30053
5092	PTHR30053:SF1
4364	PTHR30055
2232	PTHR30055:SF165
4364	PTHR30055:SF175
2755	PTHR30055:SF176
3611	PTHR30055:SF186
3541	PTHR30055:SF195
3836	PTHR30055:SF199
2410	PTHR30055:SF203
2527	PTHR30060
2527	PTHR30060:SF1
